image_name,width,height,x0,y0,x1,y1,out_of_bounds,bbox_width,bbox_height,bbox_area,image_aspect_ratio,face_width,face_height,face_area,face_aspect_ratio,face_size_category,face_center_x,face_center_y,face_center_x_norm,face_center_y_norm,position_category,image_area,face_to_image_ratio,face_ratio_category,bbox_precision,left_edge_dist,right_edge_dist,top_edge_dist,bottom_edge_dist,near_left_edge,near_right_edge,near_top_edge,near_bottom_edge,near_any_edge,potentially_truncated,challenges,num_challenges,challenge_types
00000170.jpg,626,418,299,72,368,127,False,69,55,3795,1.4976076555023925,69,55,3795,1.2545454545454546,Small,333.5,99.5,0.5327476038338658,0.2380382775119617,top-center,261668,0.0145031108121742,Small (1-5%),0.9681122448979592,0.4776357827476038,0.41214057507987223,0.1722488038277512,0.6961722488038278,False,False,False,False,False,False,['small'],1,small
00000170.jpg,626,418,363,155,442,217,False,79,62,4898,1.4976076555023925,79,62,4898,1.2741935483870968,Small,402.5,186.0,0.6429712460063898,0.4449760765550239,middle-center,261668,0.0187183759573199,Small (1-5%),0.9718253968253968,0.5798722044728435,0.2939297124600639,0.3708133971291866,0.48086124401913877,False,False,False,False,False,False,['small'],1,small
00000170.jpg,626,418,421,38,499,98,False,78,60,4680,1.4976076555023925,78,60,4680,1.3,Small,460.0,68.0,0.7348242811501597,0.1626794258373205,top-right,261668,0.0178852591833926,Small (1-5%),0.971155841460884,0.6725239616613419,0.20287539936102236,0.09090909090909091,0.7655502392344498,False,False,False,False,False,False,['small'],1,small
00000170.jpg,626,418,294,134,369,192,False,75,58,4350,1.4976076555023925,75,58,4350,1.293103448275862,Small,331.5,163.0,0.5295527156549521,0.3899521531100478,middle-center,261668,0.0166241191127688,Small (1-5%),0.9701159678858162,0.4696485623003195,0.41054313099041534,0.32057416267942584,0.5406698564593302,False,False,False,False,False,False,['small'],1,small
00002954.jpg,866,1300,166,448,355,778,False,189,330,62370,0.6661538461538462,189,330,62370,0.5727272727272728,Very Large,260.5,613.0,0.3008083140877598,0.4715384615384615,middle-left,1125800,0.0554006040149227,Medium (5-15%),0.9917315948481475,0.19168591224018475,0.5900692840646651,0.3446153846153846,0.4015384615384615,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00002954.jpg,866,1300,339,62,528,384,False,189,322,60858,0.6661538461538462,189,322,60858,0.5869565217391305,Very Large,433.5,223.0,0.5005773672055427,0.1715384615384615,top-center,1125800,0.0540575590691064,Medium (5-15%),0.9916571614795503,0.39145496535796764,0.3903002309468822,0.047692307692307694,0.7046153846153846,False,False,True,False,True,False,"['edge', 'unusual_aspect']",2,"edge,unusual_aspect"
00002954.jpg,866,1300,553,505,726,801,False,173,296,51208,0.6661538461538462,173,296,51208,0.5844594594594594,Very Large,639.5,653.0,0.7384526558891455,0.5023076923076923,middle-right,1125800,0.0454858767098951,Small (1-5%),0.9909052207902782,0.6385681293302541,0.16166281755196305,0.38846153846153847,0.38384615384615384,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00003492.jpg,236,354,101,26,145,103,False,44,77,3388,0.6666666666666666,44,77,3388,0.5714285714285714,Small,123.0,64.5,0.5211864406779662,0.1822033898305084,top-center,83544,0.0405534808005362,Small (1-5%),0.9652421652421652,0.4279661016949153,0.3855932203389831,0.07344632768361582,0.7090395480225988,False,False,False,False,False,False,"['small', 'unusual_aspect']",2,"small,unusual_aspect"
00000825.jpg,367,550,161,32,236,163,False,75,131,9825,0.6672727272727272,75,131,9825,0.5725190839694656,Medium,198.5,97.5,0.5408719346049047,0.1772727272727272,top-center,201850,0.0486747584840227,Small (1-5%),0.9793660287081339,0.43869209809264303,0.3569482288828338,0.05818181818181818,0.7036363636363636,False,False,False,False,False,False,['unusual_aspect'],1,unusual_aspect
00000831.jpg,800,450,154,7,685,362,False,531,355,188505,1.7777777777777777,531,355,188505,1.495774647887324,Very Large,419.5,184.5,0.524375,0.41,middle-center,360000,0.523625,Very Large (>30%),0.9953165920419025,0.1925,0.14375,0.015555555555555555,0.19555555555555557,False,False,True,False,True,True,['edge'],1,edge
00002798.jpg,1000,667,106,332,264,454,False,158,122,19276,1.4992503748125936,158,122,19276,1.2950819672131149,Medium,185.0,393.0,0.185,0.5892053973013494,middle-left,667000,0.0288995502248875,Small (1-5%),0.9856317431098839,0.106,0.736,0.49775112443778113,0.3193403298350825,False,False,False,False,False,False,[],0,none
00002798.jpg,1000,667,577,288,735,410,False,158,122,19276,1.4992503748125936,158,122,19276,1.2950819672131149,Medium,656.0,349.0,0.656,0.5232383808095952,middle-center,667000,0.0288995502248875,Small (1-5%),0.9856317431098839,0.577,0.265,0.431784107946027,0.3853073463268366,False,False,False,False,False,False,[],0,none
00002798.jpg,1000,667,405,316,550,428,False,145,112,16240,1.4992503748125936,145,112,16240,1.2946428571428572,Medium,477.5,372.0,0.4775,0.5577211394302849,middle-center,667000,0.0243478260869565,Small (1-5%),0.9843617408170687,0.405,0.45,0.4737631184407796,0.3583208395802099,False,False,False,False,False,False,[],0,none
00002798.jpg,1000,667,263,334,390,435,False,127,101,12827,1.4992503748125936,127,101,12827,1.2574257425742574,Medium,326.5,384.5,0.3265,0.5764617691154422,middle-left,667000,0.0192308845577211,Small (1-5%),0.9824601715686274,0.263,0.61,0.5007496251874063,0.34782608695652173,False,False,False,False,False,False,[],0,none
00002798.jpg,1000,667,764,322,918,442,False,154,120,18480,1.4992503748125936,154,120,18480,1.2833333333333334,Medium,841.0,382.0,0.841,0.5727136431784108,middle-right,667000,0.0277061469265367,Small (1-5%),0.9853372434017595,0.764,0.082,0.4827586206896552,0.3373313343328336,False,False,False,False,False,False,[],0,none
00002940.jpg,1062,1092,386,360,481,474,False,95,114,10830,0.9725274725274724,95,114,10830,0.8333333333333334,Medium,433.5,417.0,0.4081920903954802,0.3818681318681318,middle-center,1159704,0.0093385898470644,Tiny (<1%),0.9809782608695652,0.3634651600753296,0.5470809792843692,0.32967032967032966,0.5659340659340659,False,False,False,False,False,False,[],0,none
00002940.jpg,1062,1092,574,361,678,488,False,104,127,13208,0.9725274725274724,104,127,13208,0.8188976377952756,Medium,626.0,424.5,0.5894538606403014,0.3887362637362637,middle-center,1159704,0.0113891130840283,Small (1-5%),0.9827380952380952,0.5404896421845574,0.3615819209039548,0.3305860805860806,0.5531135531135531,False,False,False,False,False,False,[],0,none
00003486.jpg,236,157,64,24,169,106,False,105,82,8610,1.5031847133757965,105,82,8610,1.2804878048780488,Medium,116.5,65.0,0.4936440677966102,0.4140127388535032,middle-center,37052,0.2323761200475008,Large (15-30%),0.9786315071607183,0.2711864406779661,0.2838983050847458,0.15286624203821655,0.3248407643312102,False,False,False,False,False,False,[],0,none
00000819.jpg,1024,683,289,20,640,292,False,351,272,95472,1.499267935578331,351,272,95472,1.2904411764705883,Very Large,464.5,156.0,0.45361328125,0.2284040995607613,top-center,699392,0.1365071376281112,Medium (5-15%),0.9935064935064936,0.2822265625,0.375,0.029282576866764276,0.5724743777452416,False,False,True,False,True,False,['edge'],1,edge
00001332.jpg,600,620,237,2,376,167,False,139,165,22935,0.967741935483871,139,165,22935,0.8424242424242424,Large,306.5,84.5,0.5108333333333334,0.1362903225806451,top-center,372000,0.0616532258064516,Medium (5-15%),0.9868760757314974,0.395,0.37333333333333335,0.0032258064516129032,0.7306451612903225,False,False,True,False,True,False,['edge'],1,edge
00000992.jpg,1125,750,479,194,694,357,False,215,163,35045,1.5,215,163,35045,1.3190184049079754,Large,586.5,275.5,0.5213333333333333,0.3673333333333333,middle-center,843750,0.0415348148148148,Small (1-5%),0.9893010388437218,0.42577777777777776,0.3831111111111111,0.25866666666666666,0.524,False,False,False,False,False,False,[],0,none
00003243.jpg,500,488,157,284,215,350,False,58,66,3828,1.024590163934426,58,66,3828,0.8787878787878788,Small,186.0,317.0,0.372,0.6495901639344263,middle-center,244000,0.0156885245901639,Small (1-5%),0.9683784467493043,0.314,0.57,0.5819672131147541,0.2827868852459016,False,False,False,False,False,False,['small'],1,small
00000986.jpg,1600,900,832,488,1380,854,False,548,366,200568,1.7777777777777777,548,366,200568,1.4972677595628416,Very Large,1106.0,671.0,0.69125,0.7455555555555555,bottom-right,1440000,0.1392833333333333,Medium (5-15%),0.9954586739327884,0.52,0.1375,0.5422222222222223,0.051111111111111114,False,False,False,False,False,False,[],0,none
00000986.jpg,1600,900,158,347,786,748,False,628,401,251828,1.7777777777777777,628,401,251828,1.5660847880299251,Very Large,472.0,547.5,0.295,0.6083333333333333,middle-left,1440000,0.1748805555555555,Large (15-30%),0.9959265674805622,0.09875,0.50875,0.38555555555555554,0.1688888888888889,False,False,False,False,False,False,[],0,none
00001440.jpg,3850,2567,1204,564,2289,1406,False,1085,842,913570,1.4998052201012857,1085,842,913570,1.2885985748218527,Very Large,1746.5,985.0,0.4536363636363636,0.3837164004674717,middle-center,9882950,0.0924389984771753,Medium (5-15%),0.9978940423681975,0.31272727272727274,0.40545454545454546,0.2197117257499026,0.45227892481495907,False,False,False,False,False,False,[],0,none
00001326.jpg,626,417,130,35,303,172,False,173,137,23701,1.501199040767386,173,137,23701,1.2627737226277371,Large,216.5,103.5,0.3458466453674121,0.2482014388489208,top-center,261042,0.090793818619226,Medium (5-15%),0.987048142595369,0.20766773162939298,0.5159744408945687,0.08393285371702638,0.5875299760191847,False,False,False,False,False,False,[],0,none
00002607.jpg,626,417,279,48,456,185,False,177,137,24249,1.501199040767386,177,137,24249,1.291970802919708,Large,367.5,116.5,0.5870607028753994,0.2793764988009592,top-center,261042,0.0928930976624451,Medium (5-15%),0.9871763556424035,0.44568690095846647,0.2715654952076677,0.11510791366906475,0.5563549160671463,False,False,False,False,False,False,[],0,none
00002607.jpg,626,417,93,109,281,255,False,188,146,27448,1.501199040767386,188,146,27448,1.2876712328767124,Large,187.0,182.0,0.2987220447284345,0.4364508393285372,middle-left,261042,0.1051478306172953,Medium (5-15%),0.9879422668538315,0.1485623003194888,0.5511182108626198,0.26139088729016785,0.38848920863309355,False,False,False,False,False,False,[],0,none
00002607.jpg,626,417,368,144,560,293,False,192,149,28608,1.501199040767386,192,149,28608,1.2885906040268456,Large,464.0,218.5,0.7412140575079872,0.5239808153477218,middle-right,261042,0.1095915599788539,Medium (5-15%),0.9881865284974093,0.5878594249201278,0.10543130990415335,0.34532374100719426,0.2973621103117506,False,False,False,False,False,False,[],0,none
