image_name,width,height,x0,y0,x1,y1,out_of_bounds,bbox_width,bbox_height,bbox_area,image_aspect_ratio,face_width,face_height,face_area,face_aspect_ratio,face_size_category,face_center_x,face_center_y,face_center_x_norm,face_center_y_norm,position_category,image_area,face_to_image_ratio,face_ratio_category
00000366.jpg,900,601,303,2,639,144,False,336,142,47712,1.497504159733777,336,142,47712,2.3661971830985915,Large,471.0,73.0,0.5233333333333333,0.12146422628951747,top-center,540900,0.08820854132002219,Medium (5-15%)
00002565.jpg,1267,712,241,40,963,513,False,722,473,341506,1.779494382022472,722,473,341506,1.5264270613107822,Very Large,602.0,276.5,0.47513812154696133,0.3883426966292135,middle-center,902104,0.3785661076771636,Very Large (>30%)
00001939.jpg,612,424,195,57,383,209,False,188,152,28576,1.4433962264150944,188,152,28576,1.236842105263158,Large,289.0,133.0,0.4722222222222222,0.3136792452830189,top-center,259488,0.11012455296584042,Medium (5-15%)
00001087.jpg,1024,683,405,27,614,189,False,209,162,33858,1.499267935578331,209,162,33858,1.2901234567901234,Large,509.5,108.0,0.49755859375,0.1581259150805271,top-center,699392,0.04841061950951684,Small (1-5%)
00001093.jpg,821,1300,290,28,392,211,False,102,183,18666,0.6315384615384615,102,183,18666,0.5573770491803278,Medium,341.0,119.5,0.415347137637028,0.09192307692307693,top-center,1067300,0.01748899091164621,Small (1-5%)
00001905.jpg,612,408,137,20,394,224,False,257,204,52428,1.5,257,204,52428,1.2598039215686274,Very Large,265.5,122.0,0.4338235294117647,0.29901960784313725,top-center,249696,0.2099673202614379,Large (15-30%)
00001911.jpg,792,463,317,187,442,272,False,125,85,10625,1.7105831533477323,125,85,10625,1.4705882352941178,Medium,379.5,229.5,0.4791666666666667,0.4956803455723542,middle-center,366696,0.028974954730894256,Small (1-5%)
00001911.jpg,792,463,386,110,570,236,False,184,126,23184,1.7105831533477323,184,126,23184,1.4603174603174602,Large,478.0,173.0,0.6035353535353535,0.37365010799136067,middle-center,366696,0.06322403298645199,Medium (5-15%)
00001911.jpg,792,463,231,42,411,165,False,180,123,22140,1.7105831533477323,180,123,22140,1.4634146341463414,Large,321.0,103.5,0.4053030303030303,0.22354211663066956,top-center,366696,0.06037698802277636,Medium (5-15%)
00002997.jpg,882,588,269,245,363,318,False,94,73,6862,1.5,94,73,6862,1.2876712328767124,Medium,316.0,281.5,0.35827664399092973,0.47874149659863946,middle-center,518616,0.013231369645363814,Small (1-5%)
00002997.jpg,882,588,372,23,484,109,False,112,86,9632,1.5,112,86,9632,1.302325581395349,Medium,428.0,66.0,0.4852607709750567,0.11224489795918367,top-center,518616,0.018572508368426735,Small (1-5%)
00002997.jpg,882,588,567,113,682,202,False,115,89,10235,1.5,115,89,10235,1.2921348314606742,Medium,624.5,157.5,0.7080498866213152,0.26785714285714285,top-right,518616,0.0197352183503787,Small (1-5%)
00003451.jpg,236,354,87,46,131,121,False,44,75,3300,0.6666666666666666,44,75,3300,0.5866666666666667,Small,109.0,83.5,0.461864406779661,0.23587570621468926,top-center,83544,0.039500143636885955,Small (1-5%)
00001246.jpg,600,419,210,32,361,158,False,151,126,19026,1.431980906921241,151,126,19026,1.1984126984126984,Medium,285.5,95.0,0.47583333333333333,0.22673031026252982,top-center,251400,0.0756801909307876,Medium (5-15%)
00001520.jpg,1098,732,684,251,987,486,False,303,235,71205,1.5,303,235,71205,1.2893617021276595,Very Large,835.5,368.5,0.7609289617486339,0.5034153005464481,middle-right,803736,0.08859252291797307,Medium (5-15%)
00001520.jpg,1098,732,34,195,344,435,False,310,240,74400,1.5,310,240,74400,1.2916666666666667,Very Large,189.0,315.0,0.1721311475409836,0.430327868852459,middle-left,803736,0.09256770879990445,Medium (5-15%)
00001520.jpg,1098,732,375,279,678,509,False,303,230,69690,1.5,303,230,69690,1.317391304347826,Very Large,526.5,394.0,0.47950819672131145,0.5382513661202186,middle-center,803736,0.08670757562184597,Medium (5-15%)
00001520.jpg,1098,732,486,239,796,474,False,310,235,72850,1.5,310,235,72850,1.3191489361702127,Very Large,641.0,356.5,0.5837887067395264,0.4870218579234973,middle-center,803736,0.0906392148665731,Medium (5-15%)
00001520.jpg,1098,732,913,215,1097,446,False,184,231,42504,1.5,184,231,42504,0.7965367965367965,Large,1005.0,330.5,0.9153005464480874,0.45150273224043713,middle-right,803736,0.05288303622084864,Medium (5-15%)
00002029.jpg,345,520,149,66,207,167,False,58,101,5858,0.6634615384615384,58,101,5858,0.5742574257425742,Medium,178.0,116.5,0.5159420289855072,0.22403846153846155,top-center,179400,0.03265328874024526,Small (1-5%)
00003337.jpg,500,500,173,8,252,100,False,79,92,7268,1.0,79,92,7268,0.8586956521739131,Medium,212.5,54.0,0.425,0.108,top-center,250000,0.029072,Small (1-5%)
00003337.jpg,500,500,176,219,248,304,False,72,85,6120,1.0,72,85,6120,0.8470588235294118,Medium,212.0,261.5,0.424,0.523,middle-center,250000,0.02448,Small (1-5%)
00003337.jpg,500,500,24,298,82,365,False,58,67,3886,1.0,58,67,3886,0.8656716417910447,Small,53.0,331.5,0.106,0.663,middle-left,250000,0.015544,Small (1-5%)
00003323.jpg,408,612,170,77,247,208,False,77,131,10087,0.6666666666666666,77,131,10087,0.5877862595419847,Medium,208.5,142.5,0.5110294117647058,0.23284313725490197,top-center,249696,0.04039712290144816,Small (1-5%)
00001252.jpg,343,280,144,31,211,94,False,67,63,4221,1.225,67,63,4221,1.0634920634920635,Small,177.5,62.5,0.5174927113702624,0.22321428571428573,top-center,96040,0.04395043731778426,Small (1-5%)
00002983.jpg,1200,939,435,149,553,254,False,118,105,12390,1.2779552715654952,118,105,12390,1.1238095238095238,Medium,494.0,201.5,0.4116666666666667,0.21458998935037274,top-center,1126800,0.010995740149094782,Small (1-5%)
00002983.jpg,1200,939,315,146,418,237,False,103,91,9373,1.2779552715654952,103,91,9373,1.1318681318681318,Medium,366.5,191.5,0.30541666666666667,0.20394036208732694,top-left,1126800,0.008318246361377351,Tiny (<1%)
00003445.jpg,236,314,44,21,95,97,False,51,76,3876,0.7515923566878981,51,76,3876,0.6710526315789473,Small,69.5,59.0,0.2944915254237288,0.18789808917197454,top-left,74104,0.05230486883299147,Medium (5-15%)
00002015.jpg,684,1024,147,71,528,720,False,381,649,247269,0.66796875,381,649,247269,0.5870570107858244,Very Large,337.5,395.5,0.4934210526315789,0.38623046875,middle-center,700416,0.35303162691885964,Very Large (>30%)
00000602.jpg,1300,956,368,184,622,402,False,254,218,55372,1.3598326359832635,254,218,55372,1.165137614678899,Very Large,495.0,293.0,0.38076923076923075,0.3064853556485356,top-center,1242800,0.04455423237850016,Small (1-5%)
00000602.jpg,1300,956,696,360,980,608,False,284,248,70432,1.3598326359832635,284,248,70432,1.1451612903225807,Very Large,838.0,484.0,0.6446153846153846,0.5062761506276151,middle-center,1242800,0.05667203089797232,Medium (5-15%)
00000602.jpg,1300,956,900,461,1154,684,False,254,223,56642,1.3598326359832635,254,223,56642,1.1390134529147982,Very Large,1027.0,572.5,0.79,0.5988493723849372,middle-right,1242800,0.045576118442227226,Small (1-5%)
00000602.jpg,1300,956,52,329,435,656,False,383,327,125241,1.3598326359832635,383,327,125241,1.1712538226299694,Very Large,243.5,492.5,0.18730769230769231,0.5151673640167364,middle-left,1242800,0.10077325394271001,Medium (5-15%)
00000602.jpg,1300,956,726,149,954,345,False,228,196,44688,1.3598326359832635,228,196,44688,1.163265306122449,Large,840.0,247.0,0.6461538461538462,0.2583682008368201,top-center,1242800,0.03595751528805922,Small (1-5%)
00000616.jpg,910,607,458,373,644,514,False,186,141,26226,1.4991762767710048,186,141,26226,1.3191489361702127,Large,551.0,443.5,0.6054945054945055,0.7306425041186162,bottom-center,552370,0.04747904484313051,Small (1-5%)
00002001.jpg,1500,1120,564,1,960,328,False,396,327,129492,1.3392857142857142,396,327,129492,1.2110091743119267,Very Large,762.0,164.5,0.508,0.146875,top-center,1680000,0.07707857142857143,Medium (5-15%)
00002767.jpg,900,600,240,36,864,531,False,624,495,308880,1.5,624,495,308880,1.2606060606060605,Very Large,552.0,283.5,0.6133333333333333,0.4725,middle-center,540000,0.572,Very Large (>30%)
00000170.jpg,626,418,299,72,368,127,False,69,55,3795,1.4976076555023923,69,55,3795,1.2545454545454546,Small,333.5,99.5,0.5327476038338658,0.23803827751196172,top-center,261668,0.014503110812174206,Small (1-5%)
00000170.jpg,626,418,363,155,442,217,False,79,62,4898,1.4976076555023923,79,62,4898,1.2741935483870968,Small,402.5,186.0,0.6429712460063898,0.4449760765550239,middle-center,261668,0.018718375957319962,Small (1-5%)
00000170.jpg,626,418,421,38,499,98,False,78,60,4680,1.4976076555023923,78,60,4680,1.3,Small,460.0,68.0,0.7348242811501597,0.16267942583732056,top-right,261668,0.017885259183392697,Small (1-5%)
00000170.jpg,626,418,294,134,369,192,False,75,58,4350,1.4976076555023923,75,58,4350,1.293103448275862,Small,331.5,163.0,0.5295527156549521,0.38995215311004783,middle-center,261668,0.016624119112768853,Small (1-5%)
00002954.jpg,866,1300,166,448,355,778,False,189,330,62370,0.6661538461538462,189,330,62370,0.5727272727272728,Very Large,260.5,613.0,0.3008083140877598,0.4715384615384615,middle-left,1125800,0.05540060401492272,Medium (5-15%)
00002954.jpg,866,1300,339,62,528,384,False,189,322,60858,0.6661538461538462,189,322,60858,0.5869565217391305,Very Large,433.5,223.0,0.5005773672055427,0.17153846153846153,top-center,1125800,0.05405755906910641,Medium (5-15%)
00002954.jpg,866,1300,553,505,726,801,False,173,296,51208,0.6661538461538462,173,296,51208,0.5844594594594594,Very Large,639.5,653.0,0.7384526558891455,0.5023076923076923,middle-right,1125800,0.045485876709895186,Small (1-5%)
00003492.jpg,236,354,101,26,145,103,False,44,77,3388,0.6666666666666666,44,77,3388,0.5714285714285714,Small,123.0,64.5,0.5211864406779662,0.18220338983050846,top-center,83544,0.040553480800536244,Small (1-5%)
00000825.jpg,367,550,161,32,236,163,False,75,131,9825,0.6672727272727272,75,131,9825,0.5725190839694656,Medium,198.5,97.5,0.5408719346049047,0.17727272727272728,top-center,201850,0.04867475848402279,Small (1-5%)
00000831.jpg,800,450,154,7,685,362,False,531,355,188505,1.7777777777777777,531,355,188505,1.495774647887324,Very Large,419.5,184.5,0.524375,0.41,middle-center,360000,0.523625,Very Large (>30%)
00002798.jpg,1000,667,106,332,264,454,False,158,122,19276,1.4992503748125936,158,122,19276,1.2950819672131149,Medium,185.0,393.0,0.185,0.5892053973013494,middle-left,667000,0.028899550224887556,Small (1-5%)
00002798.jpg,1000,667,577,288,735,410,False,158,122,19276,1.4992503748125936,158,122,19276,1.2950819672131149,Medium,656.0,349.0,0.656,0.5232383808095952,middle-center,667000,0.028899550224887556,Small (1-5%)
00002798.jpg,1000,667,405,316,550,428,False,145,112,16240,1.4992503748125936,145,112,16240,1.2946428571428572,Medium,477.5,372.0,0.4775,0.5577211394302849,middle-center,667000,0.02434782608695652,Small (1-5%)
00002798.jpg,1000,667,263,334,390,435,False,127,101,12827,1.4992503748125936,127,101,12827,1.2574257425742574,Medium,326.5,384.5,0.3265,0.5764617691154422,middle-left,667000,0.01923088455772114,Small (1-5%)
00002798.jpg,1000,667,764,322,918,442,False,154,120,18480,1.4992503748125936,154,120,18480,1.2833333333333334,Medium,841.0,382.0,0.841,0.5727136431784108,middle-right,667000,0.02770614692653673,Small (1-5%)
00002940.jpg,1062,1092,386,360,481,474,False,95,114,10830,0.9725274725274725,95,114,10830,0.8333333333333334,Medium,433.5,417.0,0.4081920903954802,0.38186813186813184,middle-center,1159704,0.009338589847064423,Tiny (<1%)
00002940.jpg,1062,1092,574,361,678,488,False,104,127,13208,0.9725274725274725,104,127,13208,0.8188976377952756,Medium,626.0,424.5,0.5894538606403014,0.38873626373626374,middle-center,1159704,0.011389113084028337,Small (1-5%)
00003486.jpg,236,157,64,24,169,106,False,105,82,8610,1.5031847133757963,105,82,8610,1.2804878048780488,Medium,116.5,65.0,0.4936440677966102,0.4140127388535032,middle-center,37052,0.2323761200475008,Large (15-30%)
00000819.jpg,1024,683,289,20,640,292,False,351,272,95472,1.499267935578331,351,272,95472,1.2904411764705883,Very Large,464.5,156.0,0.45361328125,0.22840409956076135,top-center,699392,0.13650713762811129,Medium (5-15%)
00001332.jpg,600,620,237,2,376,167,False,139,165,22935,0.967741935483871,139,165,22935,0.8424242424242424,Large,306.5,84.5,0.5108333333333334,0.13629032258064516,top-center,372000,0.06165322580645161,Medium (5-15%)
00000992.jpg,1125,750,479,194,694,357,False,215,163,35045,1.5,215,163,35045,1.3190184049079754,Large,586.5,275.5,0.5213333333333333,0.36733333333333335,middle-center,843750,0.041534814814814816,Small (1-5%)
00003243.jpg,500,488,157,284,215,350,False,58,66,3828,1.0245901639344261,58,66,3828,0.8787878787878788,Small,186.0,317.0,0.372,0.6495901639344263,middle-center,244000,0.015688524590163934,Small (1-5%)
00000986.jpg,1600,900,832,488,1380,854,False,548,366,200568,1.7777777777777777,548,366,200568,1.4972677595628416,Very Large,1106.0,671.0,0.69125,0.7455555555555555,bottom-right,1440000,0.13928333333333334,Medium (5-15%)
00000986.jpg,1600,900,158,347,786,748,False,628,401,251828,1.7777777777777777,628,401,251828,1.5660847880299251,Very Large,472.0,547.5,0.295,0.6083333333333333,middle-left,1440000,0.17488055555555557,Large (15-30%)
00001440.jpg,3850,2567,1204,564,2289,1406,False,1085,842,913570,1.4998052201012855,1085,842,913570,1.2885985748218527,Very Large,1746.5,985.0,0.4536363636363636,0.38371640046747174,middle-center,9882950,0.09243899847717534,Medium (5-15%)
00001326.jpg,626,417,130,35,303,172,False,173,137,23701,1.501199040767386,173,137,23701,1.2627737226277371,Large,216.5,103.5,0.34584664536741216,0.24820143884892087,top-center,261042,0.09079381861922603,Medium (5-15%)
00002607.jpg,626,417,279,48,456,185,False,177,137,24249,1.501199040767386,177,137,24249,1.2919708029197081,Large,367.5,116.5,0.5870607028753994,0.2793764988009592,top-center,261042,0.09289309766244512,Medium (5-15%)
00002607.jpg,626,417,93,109,281,255,False,188,146,27448,1.501199040767386,188,146,27448,1.2876712328767124,Large,187.0,182.0,0.2987220447284345,0.4364508393285372,middle-left,261042,0.1051478306172953,Medium (5-15%)
00002607.jpg,626,417,368,144,560,293,False,192,149,28608,1.501199040767386,192,149,28608,1.2885906040268456,Large,464.0,218.5,0.7412140575079872,0.5239808153477218,middle-right,261042,0.10959155997885398,Medium (5-15%)
00002607.jpg,626,417,208,177,397,323,False,189,146,27594,1.501199040767386,189,146,27594,1.2945205479452055,Large,302.5,250.0,0.48322683706070285,0.5995203836930456,middle-center,261042,0.1057071275886639,Medium (5-15%)
00002161.jpg,1000,730,70,140,172,227,False,102,87,8874,1.36986301369863,102,87,8874,1.1724137931034482,Medium,121.0,183.5,0.121,0.2513698630136986,top-left,730000,0.012156164383561643,Small (1-5%)
00002161.jpg,1000,730,407,101,505,182,False,98,81,7938,1.36986301369863,98,81,7938,1.2098765432098766,Medium,456.0,141.5,0.456,0.19383561643835617,top-center,730000,0.010873972602739725,Small (1-5%)
00002161.jpg,1000,730,273,283,371,364,False,98,81,7938,1.36986301369863,98,81,7938,1.2098765432098766,Medium,322.0,323.5,0.322,0.44315068493150683,middle-left,730000,0.010873972602739725,Small (1-5%)
00001468.jpg,600,419,276,55,589,309,False,313,254,79502,1.431980906921241,313,254,79502,1.2322834645669292,Very Large,432.5,182.0,0.7208333333333333,0.4343675417661098,middle-right,251400,0.3162370723945903,Very Large (>30%)
00000762.jpg,800,583,482,22,622,141,False,140,119,16660,1.3722126929674099,140,119,16660,1.1764705882352942,Medium,552.0,81.5,0.69,0.13979416809605488,top-right,466400,0.03572041166380789,Small (1-5%)
00002613.jpg,2000,1333,369,324,984,800,False,615,476,292740,1.5003750937734435,615,476,292740,1.2920168067226891,Very Large,676.5,562.0,0.33825,0.4216054013503376,middle-center,2666000,0.10980495123780945,Medium (5-15%)
00002613.jpg,2000,1333,876,381,1465,838,False,589,457,269173,1.5003750937734435,589,457,269173,1.288840262582057,Very Large,1170.5,609.5,0.58525,0.45723930982745686,middle-center,2666000,0.10096511627906976,Medium (5-15%)
00000004.jpg,1000,1241,476,177,588,335,False,112,158,17696,0.8058017727639001,112,158,17696,0.7088607594936709,Medium,532.0,256.0,0.532,0.2062852538275584,top-center,1241000,0.014259468170829976,Small (1-5%)
00000789.jpg,2000,3019,735,296,1171,1062,False,436,766,333976,0.6624710168930109,436,766,333976,0.5691906005221932,Very Large,953.0,679.0,0.4765,0.2249089102351772,top-center,6038000,0.055312355084465054,Medium (5-15%)
00000951.jpg,1356,1681,376,164,619,516,False,243,352,85536,0.8066627007733492,243,352,85536,0.6903409090909091,Very Large,497.5,340.0,0.3668879056047198,0.20226055919095776,top-center,2279436,0.03752507199149263,Small (1-5%)
00001497.jpg,600,336,125,26,344,172,False,219,146,31974,1.7857142857142858,219,146,31974,1.5,Large,234.5,99.0,0.3908333333333333,0.29464285714285715,top-center,201600,0.15860119047619048,Large (15-30%)
00001483.jpg,960,580,156,4,860,489,False,704,485,341440,1.6551724137931034,704,485,341440,1.4515463917525773,Very Large,508.0,246.5,0.5291666666666667,0.425,middle-center,556800,0.6132183908045977,Very Large (>30%)
00002808.jpg,500,333,179,59,336,183,False,157,124,19468,1.5015015015015014,157,124,19468,1.2661290322580645,Medium,257.5,121.0,0.515,0.3633633633633634,middle-center,166500,0.11692492492492493,Medium (5-15%)
00003041.jpg,800,533,312,64,639,323,False,327,259,84693,1.5009380863039399,327,259,84693,1.2625482625482625,Very Large,475.5,193.5,0.594375,0.3630393996247655,middle-center,426400,0.1986233583489681,Large (15-30%)
00003041.jpg,800,533,145,149,444,376,False,299,227,67873,1.5009380863039399,299,227,67873,1.3171806167400881,Very Large,294.5,262.5,0.368125,0.4924953095684803,middle-center,426400,0.15917682926829269,Large (15-30%)
00000548.jpg,508,339,395,100,506,188,False,111,88,9768,1.4985250737463127,111,88,9768,1.2613636363636365,Medium,450.5,144.0,0.8868110236220472,0.4247787610619469,middle-right,172212,0.056720786007943697,Medium (5-15%)
00000548.jpg,508,339,78,1,179,76,False,101,75,7575,1.4985250737463127,101,75,7575,1.3466666666666667,Medium,128.5,38.5,0.2529527559055118,0.11356932153392331,top-left,172212,0.043986481778273294,Small (1-5%)
00000548.jpg,508,339,389,16,499,102,False,110,86,9460,1.4985250737463127,110,86,9460,1.2790697674418605,Medium,444.0,59.0,0.8740157480314961,0.17404129793510326,top-right,172212,0.05493229275544097,Medium (5-15%)
00000548.jpg,508,339,141,67,267,164,False,126,97,12222,1.4985250737463127,126,97,12222,1.2989690721649485,Medium,204.0,115.5,0.4015748031496063,0.3407079646017699,middle-center,172212,0.07097066406522194,Medium (5-15%)
00000548.jpg,508,339,268,2,381,86,False,113,84,9492,1.4985250737463127,113,84,9492,1.3452380952380953,Medium,324.5,44.0,0.6387795275590551,0.12979351032448377,top-center,172212,0.05511811023622047,Medium (5-15%)
00000548.jpg,508,339,239,90,347,174,False,108,84,9072,1.4985250737463127,108,84,9072,1.2857142857142858,Medium,293.0,132.0,0.5767716535433071,0.3893805309734513,middle-center,172212,0.05267925580098948,Medium (5-15%)
00000548.jpg,508,339,2,35,130,159,False,128,124,15872,1.4985250737463127,128,124,15872,1.032258064516129,Medium,66.0,97.0,0.12992125984251968,0.2861356932153392,top-left,172212,0.09216547046663415,Medium (5-15%)
00000548.jpg,508,339,199,1,305,69,False,106,68,7208,1.4985250737463127,106,68,7208,1.5588235294117647,Medium,252.0,35.0,0.49606299212598426,0.10324483775811209,top-center,172212,0.04185538754558335,Small (1-5%)
00001656.jpg,650,433,329,16,443,105,False,114,89,10146,1.5011547344110854,114,89,10146,1.2808988764044944,Medium,386.0,60.5,0.5938461538461538,0.1397228637413395,top-center,281450,0.036049031799609166,Small (1-5%)
00001130.jpg,867,1300,131,1,442,422,False,311,421,130931,0.666923076923077,311,421,130931,0.7387173396674585,Very Large,286.5,211.5,0.3304498269896194,0.1626923076923077,top-center,1127100,0.11616626741194215,Medium (5-15%)
00001124.jpg,500,333,81,1,412,183,False,331,182,60242,1.5015015015015014,331,182,60242,1.8186813186813187,Very Large,246.5,92.0,0.493,0.27627627627627627,top-center,166500,0.36181381381381383,Very Large (>30%)
00001642.jpg,1125,750,452,219,677,393,False,225,174,39150,1.5,225,174,39150,1.293103448275862,Large,564.5,306.0,0.5017777777777778,0.408,middle-center,843750,0.0464,Small (1-5%)
00003055.jpg,1300,957,191,187,527,475,False,336,288,96768,1.3584117032392895,336,288,96768,1.1666666666666667,Very Large,359.0,331.0,0.27615384615384614,0.3458725182863114,middle-left,1244100,0.07778152881601158,Medium (5-15%)
00003055.jpg,1300,957,689,162,979,416,False,290,254,73660,1.3584117032392895,290,254,73660,1.141732283464567,Very Large,834.0,289.0,0.6415384615384615,0.3019853709508882,top-center,1244100,0.05920745920745921,Medium (5-15%)
00002405.jpg,2048,1365,1266,105,1634,397,False,368,292,107456,1.5003663003663004,368,292,107456,1.2602739726027397,Very Large,1450.0,251.0,0.7080078125,0.1838827838827839,top-right,2795520,0.03843864468864469,Small (1-5%)
00000206.jpg,1000,667,527,87,803,296,False,276,209,57684,1.4992503748125936,276,209,57684,1.3205741626794258,Very Large,665.0,191.5,0.665,0.2871064467766117,top-center,667000,0.08648275862068966,Medium (5-15%)
00002411.jpg,840,560,470,76,678,237,False,208,161,33488,1.5,208,161,33488,1.2919254658385093,Large,574.0,156.5,0.6833333333333333,0.2794642857142857,top-right,470400,0.07119047619047619,Medium (5-15%)
00003069.jpg,1023,713,224,319,483,529,False,259,210,54390,1.434782608695652,259,210,54390,1.2333333333333334,Very Large,353.5,424.0,0.3455522971652004,0.5946704067321178,middle-center,729399,0.07456824042807846,Medium (5-15%)
00003069.jpg,1023,713,62,302,276,472,False,214,170,36380,1.434782608695652,214,170,36380,1.2588235294117647,Large,169.0,387.0,0.1652003910068426,0.5427769985974754,middle-left,729399,0.049876679293500537,Small (1-5%)
00003069.jpg,1023,713,415,294,633,467,False,218,173,37714,1.434782608695652,218,173,37714,1.260115606936416,Large,524.0,380.5,0.512218963831867,0.5336605890603086,middle-center,729399,0.05170558226704451,Medium (5-15%)
00003069.jpg,1023,713,566,314,749,460,False,183,146,26718,1.434782608695652,183,146,26718,1.2534246575342465,Large,657.5,387.0,0.6427174975562072,0.5427769985974754,middle-center,729399,0.0366301571567825,Small (1-5%)
00003069.jpg,1023,713,664,428,844,573,False,180,145,26100,1.434782608695652,180,145,26100,1.2413793103448276,Large,754.0,500.5,0.7370478983382209,0.7019635343618513,bottom-right,729399,0.035782884264990766,Small (1-5%)
00003069.jpg,1023,713,722,315,993,539,False,271,224,60704,1.434782608695652,271,224,60704,1.2098214285714286,Very Large,857.5,427.0,0.8382209188660802,0.5988779803646563,middle-right,729399,0.08322468223839079,Medium (5-15%)
00003069.jpg,1023,713,1,364,139,513,False,138,149,20562,1.434782608695652,138,149,20562,0.9261744966442953,Large,70.0,438.5,0.06842619745845552,0.615007012622721,middle-left,729399,0.02819033204048813,Small (1-5%)
00003069.jpg,1023,713,859,328,1017,505,False,158,177,27966,1.434782608695652,158,177,27966,0.8926553672316384,Large,938.0,416.5,0.916911045943304,0.5841514726507714,middle-right,729399,0.03834115484117746,Small (1-5%)
00000560.jpg,1500,1001,769,81,1271,464,False,502,383,192266,1.4985014985014986,502,383,192266,1.3107049608355092,Very Large,1020.0,272.5,0.68,0.2722277722277722,top-right,1501500,0.12804928404928406,Medium (5-15%)
00000560.jpg,1500,1001,335,244,1082,810,False,747,566,422802,1.4985014985014986,747,566,422802,1.3197879858657244,Very Large,708.5,527.0,0.4723333333333333,0.5264735264735265,middle-center,1501500,0.28158641358641356,Large (15-30%)
00000560.jpg,1500,1001,417,50,814,351,False,397,301,119497,1.4985014985014986,397,301,119497,1.318936877076412,Very Large,615.5,200.5,0.4103333333333333,0.2002997002997003,top-center,1501500,0.07958508158508158,Medium (5-15%)
00000560.jpg,1500,1001,1,22,477,497,False,476,475,226100,1.4985014985014986,476,475,226100,1.0021052631578948,Very Large,239.0,259.5,0.15933333333333333,0.25924075924075923,top-left,1501500,0.15058275058275059,Large (15-30%)
00000560.jpg,1500,1001,1038,61,1499,590,False,461,529,243869,1.4985014985014986,461,529,243869,0.8714555765595463,Very Large,1268.5,325.5,0.8456666666666667,0.32517482517482516,top-right,1501500,0.1624169164169164,Large (15-30%)
00001695.jpg,323,254,98,62,211,166,False,113,104,11752,1.2716535433070866,113,104,11752,1.0865384615384615,Medium,154.5,114.0,0.47832817337461303,0.44881889763779526,middle-center,82042,0.14324370444406523,Medium (5-15%)
